Var1,Var2,Var3,Var4,Var5,Var6
0,2247243409,Fri Jun 19 18:48:19 PDT 2009,NO_QUERY,VioletKanian,"Leighton Meester has a sex tape? SO SAD!!! "
0,1564643892,Mon Apr 20 04:23:26 PDT 2009,NO_QUERY,allyandiika,"im scared but i dont know for what. "
4,1979805855,Sun May 31 04:34:47 PDT 2009,NO_QUERY,WithloveXX,"@burymeinblackx hey  anno how are you? X"
0,1956230355,Thu May 28 21:26:41 PDT 2009,NO_QUERY,steamonbeamon,"is unhappy with his picture.....cant find one "
4,1969865288,Sat May 30 01:31:17 PDT 2009,NO_QUERY,darksbane,"@iCharlotte Thanks, I'll have to have a closer look at it I think "
4,1977245506,Sat May 30 20:28:55 PDT 2009,NO_QUERY,twisted77,"@jordanknight fair enough!! "
4,2071096897,Sun Jun 07 18:49:45 PDT 2009,NO_QUERY,ihatehaley,"@demiDisaster lame ): pe needs to be forever&lt;3  and then ugh... no more pe together? &lt;/3"
4,2193106644,Tue Jun 16 08:00:23 PDT 2009,NO_QUERY,MichelleNguyen1,"Adam Lambert's latest interview with Parade.com http://bit.ly/CVyHV Quite a few grounds covered and overall it's great!! "
4,1965598936,Fri May 29 16:12:18 PDT 2009,NO_QUERY,ghidotti,"@brantc Back in the day, I was in a  community play called &quot;Babies Having Babies.&quot; I played a pregnant Catholic girl. Very artful indeed. "
4,2061933846,Sat Jun 06 21:56:53 PDT 2009,NO_QUERY,lora_music,"um? i like twitter (: idk what to do, but i likeeee it "
4,1985876213,Sun May 31 17:56:26 PDT 2009,NO_QUERY,ffcreative,"@citizen27 it has been too long! was thinking nice dinner in t dot - will shoot an email to the crew this week "
4,1957065805,Thu May 28 23:25:20 PDT 2009,NO_QUERY,jennadaa,"leaving to school to check out the spring&quot;party&quot;. "
4,1686984542,Sun May 03 07:25:03 PDT 2009,NO_QUERY,duff_moss,"@rajacenna Good dude - you are certainly one mad twitterer  I actually dropped my phone in the toilet once - it didn't survive though"
0,2232956988,Thu Jun 18 20:37:55 PDT 2009,NO_QUERY,Allyxoxo,"@Jonasbrothers Everytime i see the commercial about you guys hosting the MMVA's my heart breaks a little each time.Because i have to work "
4,2039805794,Thu Jun 04 22:51:13 PDT 2009,NO_QUERY,ShawnORourke,"#ff @MonkeyMoo2 atguably my favorite citizen of the United Kingdom  Bones by Radiohead on Grooveshark: http://tinysong.com/3ant"
4,1834986541,Mon May 18 04:48:58 PDT 2009,NO_QUERY,CrazyBallerina,"@inimeg I agree...that is one GOD AWESOME show. "
4,1823188218,Sat May 16 21:19:42 PDT 2009,NO_QUERY,danielwithal,"At the airport minutes away from holidays in Vancouver "
0,1981734407,Sun May 31 09:46:53 PDT 2009,NO_QUERY,jbradford,"just saw the most amazing outfit in line for the Metro. Was unable to take a pic w/out being obvious "
4,1556986699,Sun Apr 19 01:23:03 PDT 2009,NO_QUERY,identitykrysis,"@smuttysteff It was nice. I often enjoy my walks home from The Drive. Needed downtime after dancing. "
0,2186694516,Mon Jun 15 19:12:11 PDT 2009,NO_QUERY,snapsmae,"@ivums awh, that's gay! I need a better shopping place to shop! Newport is gay "
0,1551211073,Sat Apr 18 08:26:42 PDT 2009,NO_QUERY,Murderdollii,"too nice to work "
4,1968431935,Fri May 29 21:25:30 PDT 2009,NO_QUERY,tasteless_candy,"@ladolcebella Haha... Tweet away my darling  xo."
4,1834055247,Mon May 18 01:27:28 PDT 2009,NO_QUERY,chabbylita,"well, no krispy kremes for me.. but just seeing him again is a treat. "
0,1880805591,Fri May 22 02:34:13 PDT 2009,NO_QUERY,charlenebriffa,"rookies tonight...one of the last couple of surviving rock bars "
4,2018977063,Wed Jun 03 10:48:29 PDT 2009,NO_QUERY,Thamra,"Keep your fingers crossed for me. My uncles's company has a corporate box at the venue in St. Louis, he's trying to get NKOTB tix 4 me!  "
4,1999136521,Mon Jun 01 19:42:14 PDT 2009,NO_QUERY,Fuckasaurus,"@callmeShane thank you  &lt;3"
4,1685573461,Sun May 03 01:00:48 PDT 2009,NO_QUERY,Ollie_Miles,"@luvlyloops Curriculum Vitae - you might call it a Resume. We English like our Latin over French. "
4,1972418852,Sat May 30 09:11:17 PDT 2009,NO_QUERY,sweetsoleil,"does anyone what to see the movie &quot;UP&quot; today? or just enjoy the amazing weather?? "
0,2048882762,Fri Jun 05 15:56:02 PDT 2009,NO_QUERY,kylemaxwell,"@Fosmire my old congs always did that... new one, not so much. "
4,2064700554,Sun Jun 07 06:57:35 PDT 2009,NO_QUERY,Callsson,"I was very sceptically at the beginning, to I it tried out and which I was to say it functioned really  ---&gt; http://www.winplace.at"
4,2175145927,Mon Jun 15 00:12:06 PDT 2009,NO_QUERY,lizdanzer,"Wow! Me and Lauren are drinking beer and now making HOMEMADE brownies. From scratch. And I can barely cook pasta. This girl is amazing "
0,2240272759,Fri Jun 19 09:32:51 PDT 2009,NO_QUERY,Jessica1567,"@XxMolliexX that sucks "
0,2245490494,Fri Jun 19 16:12:25 PDT 2009,NO_QUERY,iamjackslie,"I could hear myself snoring during break just now "
0,2295944737,Tue Jun 23 08:34:22 PDT 2009,NO_QUERY,sohant,"Overslept 9 hours  now gotta all nighter because of it"
0,2185965263,Mon Jun 15 18:09:47 PDT 2009,NO_QUERY,inverness41,"Home inspection went very badly.  Probably going to walk away from the condo.  I was almost a grown-up for a minute there. "
4,2058845621,Sat Jun 06 15:44:36 PDT 2009,NO_QUERY,kellidavis337,"well today has been a pretty good day "
0,2201902738,Tue Jun 16 20:56:39 PDT 2009,NO_QUERY,calljennyyet,"need to go to puffy painters anonymous "
0,2177838161,Mon Jun 15 06:47:07 PDT 2009,NO_QUERY,noodlepie,"@sambrook I'll go with no. Still want to work for the beeb now and then "
0,2180722638,Mon Jun 15 10:51:22 PDT 2009,NO_QUERY,organicBublegum,"Is supposed to call the back surgeon today Dr. For an appt. But too scared to "
4,2191565727,Tue Jun 16 05:32:21 PDT 2009,NO_QUERY,SAGTOWNMAYOR,"JUST GOT BACK FROM CEDAR POINT IN OH. LIL ROAD TRIP FOR DA FAM RODE EVERY THING UNO G'S AINT SCARED OF NO ROLLER COASTER "
4,1976229985,Sat May 30 16:52:18 PDT 2009,NO_QUERY,CocoJuicy,"Laying in bed, still feeling crappy, watching Sex And The City the movie "
0,1975642516,Sat May 30 15:35:28 PDT 2009,NO_QUERY,RobCometX,"@JaylaStarr Hey I'm not gonna be able to be there tonight for your show. I have people over.   I definitely will catch the next one!"
0,2189273641,Mon Jun 15 23:39:01 PDT 2009,NO_QUERY,badlucksymphony,"I still can't get over it! "
0,2016184204,Wed Jun 03 06:19:34 PDT 2009,NO_QUERY,LaurenBaptiste,"Insomnia sucks! "
4,1964102720,Fri May 29 13:43:40 PDT 2009,NO_QUERY,stirrell,"waiting for @tirrell to pick up kids and then me for a hopefully relaxing evening with the boys "
0,1836519265,Mon May 18 08:08:32 PDT 2009,NO_QUERY,gflores5261,"@legacy62 haha! it doesn't snow where i live "
4,1823319180,Sat May 16 21:39:40 PDT 2009,NO_QUERY,ccloh,"Red Devils champion of England for the 3rd time in a row.  Next stop CL title "
4,1548728011,Fri Apr 17 21:47:29 PDT 2009,NO_QUERY,KATHY_IX,"Off work!  yayyyyy."
0,2068040501,Sun Jun 07 13:23:45 PDT 2009,NO_QUERY,FibreGuy,"Mum discharged yesterday after major op and needs daily blood thinning injection - no sign of district nurse "
4,1973657657,Sat May 30 11:34:48 PDT 2009,NO_QUERY,considerchina,"@Caridad123 about the beer, man and Mac - what more could a girl ask for? Sounds so great "
0,2255458261,Sat Jun 20 11:17:35 PDT 2009,NO_QUERY,verityliz,"i want my tea "
4,1822901348,Sat May 16 20:39:02 PDT 2009,NO_QUERY,JennE869,"today was a pretty fun day. went shopping. went running. had a bbq with friends. watched a movie with friends "
4,1835772620,Mon May 18 06:43:10 PDT 2009,NO_QUERY,ravensensei,"@AmyVernon Sorry, I had to.  You are just too damn interesting/entertaining for me to get any work done "
0,1694719194,Mon May 04 03:51:17 PDT 2009,NO_QUERY,fobfanabby,"ugh time fr skool BOREING id rather b cleaning! than go 2 skool poor me! "
4,1956876648,Thu May 28 22:55:12 PDT 2009,NO_QUERY,essentialU,"@thenovastudio mmm yummy you got the chocolate mint creme - one of my favorite products "
4,2045626998,Fri Jun 05 11:00:12 PDT 2009,NO_QUERY,archiemr4,"@CarlaGomes7 isn't it great !!! we get to more people by the click of a mouse ...around the globe "
4,1792894034,Thu May 14 00:36:49 PDT 2009,NO_QUERY,yackiepain,"I'm enjoying my homework "
4,1969767465,Sat May 30 01:09:08 PDT 2009,NO_QUERY,gaysdotcom,"Thanks @aureliom @chrisbordeaux and @Christianlvann for the #FollowFriday love! "
4,1564713710,Mon Apr 20 04:39:23 PDT 2009,NO_QUERY,laurakim123,"@Wenchy Thats where I went  - Clicks  Also got some vitamins which were k8k expensive! Going to attempt the bday cake on wednesday!"
4,1992028470,Mon Jun 01 08:04:40 PDT 2009,NO_QUERY,CaitlinG17,"not doing ANYTHING at work today...kinda bummed cuz I'm SUPER SUPER bored...just waiting til 2pm now so I can get my work out on "
0,1999915579,Mon Jun 01 21:03:25 PDT 2009,NO_QUERY,SecuritySteve1,"@sapphiresmoke Oh shit ! You just got it...  that is so wrong "
4,1557857617,Sun Apr 19 06:18:54 PDT 2009,NO_QUERY,moirarogersbree,"@orchid_slayer Eeeee, isn't that great?  I'm so giddy!"
0,1754197601,Sun May 10 05:22:40 PDT 2009,NO_QUERY,SofiaRoyal,"Yesterday was so bad.. I ate so much that I was abat 2 pop.. how can I eat somali food chinese.. and arab food.. and my belly now is hurt "
0,2246133411,Fri Jun 19 17:08:31 PDT 2009,NO_QUERY,Syrdarya,"@acearl Ugh, I don't blame you for being sick of it.  I'm sorry.  "
0,2236504980,Fri Jun 19 03:52:39 PDT 2009,NO_QUERY,MiguelDeLino,"Reading some bad news. "
4,1557258655,Sun Apr 19 02:58:56 PDT 2009,NO_QUERY,curtico,"is going to bed... we kind of wasted the day napping... oh wells  it was worth it."
0,1991089703,Mon Jun 01 06:22:55 PDT 2009,NO_QUERY,mixtapesessions,"knows someone who has been physically abused by their mate. Violence against women must stop! http://www.ncadv.org "
4,2001732131,Tue Jun 02 01:52:59 PDT 2009,NO_QUERY,jennyjennj,"Watching Ferris Buellers' Day Off. "
0,2001620035,Tue Jun 02 01:29:42 PDT 2009,NO_QUERY,m0po,"@hollieleanne stop tweeting while watching it! dont ruin it! "
4,1991589513,Mon Jun 01 07:18:48 PDT 2009,NO_QUERY,EricaLeigh777,"Ok guys editing the makeup one so it is already done and then I'll do the personal one "
0,1956676849,Thu May 28 22:25:08 PDT 2009,NO_QUERY,paolagarin,"@HagarLoveMcFly i know but im soo sad "
4,1562361276,Sun Apr 19 19:48:06 PDT 2009,NO_QUERY,fabuleuxdestin,"shower &amp; bed, good night everybody "
4,1676397218,Fri May 01 21:55:42 PDT 2009,NO_QUERY,jjuarez1982,"Next destination: Oceanside.  Talking to my cousin."
0,2323617435,Thu Jun 25 01:04:03 PDT 2009,NO_QUERY,Bowl_the_Bunny,"...layout if we want to - which I do! That new one just bothers me. It makes everything harder to find and the pages look all weird. "
4,2000877754,Mon Jun 01 23:12:16 PDT 2009,NO_QUERY,chanchunt,"@VanessaaHudgens vanessa, cant wait to see you in another movie "
0,1695883379,Mon May 04 07:09:24 PDT 2009,NO_QUERY,Bilaaaay,": should I go to the party or not? "
0,1753225281,Sun May 10 00:38:57 PDT 2009,NO_QUERY,my220x,"@sentience Sorry to hear about that "
0,2204734681,Wed Jun 17 02:59:55 PDT 2009,NO_QUERY,jamespearson,"Tweetdeck for the iPhone is brilliant, especially syncing columns with the desktop! BUT no landscape keyboard  Hopefully 3.0 will fix that"
0,2180870664,Mon Jun 15 11:03:22 PDT 2009,NO_QUERY,ashduranduran,"@NoelMiramontes haha! I really mean it this time, I think I'm dying!!  I met ur grannie the other day :]"
4,2002789890,Tue Jun 02 05:10:00 PDT 2009,NO_QUERY,silvana_sultana,"@jorgenislame yes.. YOUR lame. "
0,2245388111,Fri Jun 19 16:03:43 PDT 2009,NO_QUERY,aprildeee,"@jasminekawa why are you annoyed? "
0,1976828284,Sat May 30 19:12:17 PDT 2009,NO_QUERY,TheMurderScene,"I am so sick. Bed already. "
4,2061790114,Sat Jun 06 21:37:16 PDT 2009,NO_QUERY,arminah,"bump like some speakers! "
4,2054860573,Sat Jun 06 08:13:42 PDT 2009,NO_QUERY,FifiLaFleur,"@dogzero hey!  thanks so much.  love the banksy  "
0,1469333413,Tue Apr 07 06:02:52 PDT 2009,NO_QUERY,goodcow,"Hell yeah, Data Robotics just announced DroboPro today. I want one. "
4,1573912205,Tue Apr 21 03:26:32 PDT 2009,NO_QUERY,JimMunnelly,"is in Banbury for the day working hard - up at 6am this morning, but looking forward to lunch from the little odd shop round the corner "
0,2178166083,Mon Jun 15 07:17:38 PDT 2009,NO_QUERY,angelicism,"What sucks about being a 'regular' at a deli is when they regularly get your coffee order wrong.  TWO sugars not one! *sigh*"
0,2206524776,Wed Jun 17 06:40:32 PDT 2009,NO_QUERY,Lady_Alissa,"Shit  I've forgot...chemist's close sooner on Wednesdays  The pain is getting more worse"
4,2048263373,Fri Jun 05 14:55:22 PDT 2009,NO_QUERY,abulson85,"Chinese food and a movie with my babe. The perfect way to spend this rainy friday night "
4,1985436721,Sun May 31 17:06:00 PDT 2009,NO_QUERY,amarie2209,"bumpin to @solangeknowles &quot;god given name&quot;  dats da shit "
4,2175494132,Mon Jun 15 01:08:40 PDT 2009,NO_QUERY,stefanirosenow,"My &quot;Angry&quot; song...always gets me  â™« http://blip.fm/~88zr3"
0,1694157590,Mon May 04 01:20:42 PDT 2009,NO_QUERY,elpedro444,"Thought I'd been brave and changed my pic last night, but twitter doesn't seem to like it "
4,1824767671,Sun May 17 02:50:38 PDT 2009,NO_QUERY,annalisaceccato,"@andyclemmensen i herd princess on the radio today and screamed lol cause that was like the first time i have herd it  ily x"
4,2190910131,Tue Jun 16 04:03:15 PDT 2009,NO_QUERY,lhuga,"@uploada I have one vampire poken. @jcayzac is hoping to get free one someday "
0,1984740877,Sun May 31 15:42:52 PDT 2009,NO_QUERY,olivia_dorman,"ugh... six flags is not as fun as it used to be. "
0,2202452885,Tue Jun 16 21:49:18 PDT 2009,NO_QUERY,motiv8me55,"Nite twitterland. im goin to curl up n the fetal position n try to sleep. my tummy is hurtin so bad i could cry "
4,2184183555,Mon Jun 15 15:32:26 PDT 2009,NO_QUERY,marcosh,"Ya tengo 90 followers "
0,1971569776,Sat May 30 07:24:11 PDT 2009,NO_QUERY,DivaDay,"Doesn't feel good. "
0,2203224981,Tue Jun 16 23:16:50 PDT 2009,NO_QUERY,zainy,"@yacitus haha, look at your tracking number now. well, that clears things up "
0,1558814491,Sun Apr 19 09:28:39 PDT 2009,NO_QUERY,Prayter,"Please pray for my yogi he's toes broken  ?: Please pray for my yogi he's toes broken  ? http://bit.ly/our7X"
0,1933095831,Tue May 26 22:59:19 PDT 2009,NO_QUERY,janineshepherd,"@ZimmerJohn I could not attend this year, my son came down with whopping cough, so I had to stay home. "
0,2069820745,Sun Jun 07 16:35:17 PDT 2009,NO_QUERY,willettemonique,"@HOT97 bring day 26 bak out I missed them "
0,2008125207,Tue Jun 02 13:39:31 PDT 2009,NO_QUERY,twitterpat,"My twitters from Saturday didn't post "
0,1880597736,Fri May 22 01:48:47 PDT 2009,NO_QUERY,MattGeri,"@stii Yea, its hectic "
0,2178659742,Mon Jun 15 08:01:29 PDT 2009,NO_QUERY,rach1367,"I am cleaning the house.... "
0,2209570855,Wed Jun 17 10:32:30 PDT 2009,NO_QUERY,camchicago731,"I'm sick  I am enjoying laying around w my dogs watching my simpsons DVD"
0,2253309244,Sat Jun 20 07:57:14 PDT 2009,NO_QUERY,Spycnsweet,"does anyone know why my blips are not going to twitter? "
4,1825239867,Sun May 17 04:56:29 PDT 2009,NO_QUERY,shufflegazine,"@ymaimoon I think more and more people are wishing for the Netbook too "
0,1957252272,Thu May 28 23:57:28 PDT 2009,NO_QUERY,patep34,"worried about Mr. Socks tonight. "
0,2053942172,Sat Jun 06 06:08:34 PDT 2009,NO_QUERY,KayleeBDodson,"@Twilight_akabet She hacked my old account.But now she can't hack me.But she can hack her followers.  I don't know what she wants."
4,1793680397,Thu May 14 03:36:50 PDT 2009,NO_QUERY,Geeee,"@amradelamin nothing the court decided to ban all the pornography websites I don know why even .. I was a big fan  lollll joking"
0,2070106280,Sun Jun 07 17:06:16 PDT 2009,NO_QUERY,xinah,"@kidipede  once we get a job and we get cars I think it'll be ECier to go to concerts and stuff"
4,1792329977,Wed May 13 22:49:28 PDT 2009,NO_QUERY,hectorhurtado,"@graphicsgirl thanks for pointing out the xhtml prototyping article. My 2c added as comment there "
0,1984409166,Sun May 31 15:03:07 PDT 2009,NO_QUERY,Treeny21,"Had an amazing time at the Summer Ball last night...and loved the Sugababes!!! Another year done  xXx"
0,2181418133,Mon Jun 15 11:48:08 PDT 2009,NO_QUERY,CrazyAnimeLover,"reAserchiNg..i'D raTher say im pLaying, bUt im not "
0,2288470026,Mon Jun 22 19:12:12 PDT 2009,NO_QUERY,iEmmma,"@Ellen_Degeneres whys australia still getting ellen repeats "
4,1972296202,Sat May 30 08:57:35 PDT 2009,NO_QUERY,oibeltroibel,"ond wer heds gschafft?  met em pfiili nï¿½b erem shout chammer retweete -&gt;&gt;"
0,2068408287,Sun Jun 07 14:01:48 PDT 2009,NO_QUERY,acastledotme,"last day "
0,2236359374,Fri Jun 19 03:30:34 PDT 2009,NO_QUERY,Sahani_Blue,"omg what a surprise it looks like its going to ...rain again today.... "
4,1564040691,Mon Apr 20 01:28:11 PDT 2009,NO_QUERY,00kate00,"its been pouring with rain for 2 days maybe we wont have water restrictions after this rain i hope so "
4,2192184624,Tue Jun 16 06:38:48 PDT 2009,NO_QUERY,suzannemarije,"Getting the HTC touch pro 2 ! "
4,1976844262,Sat May 30 19:16:09 PDT 2009,NO_QUERY,JLKulio,"Tonight we're eating crepes and watching Arrested Development "
0,2233358866,Thu Jun 18 21:14:07 PDT 2009,NO_QUERY,afreytes,"It could be me, that's changing / And so may, we make time / To try and find somebody else / Who has a line... "
4,2046036486,Fri Jun 05 11:36:02 PDT 2009,NO_QUERY,theperfectcyn,"@FlushedFace shew, thanks for confirming that for me! i hate when i get on air and say stuff i'm not sure is true "
4,2067258555,Sun Jun 07 12:01:50 PDT 2009,NO_QUERY,avantgame,"thank you American Heart Association for having the vision to co-invent a future where games and social networks make us sweat... a lot "
4,1752749465,Sat May 09 22:51:45 PDT 2009,NO_QUERY,ch8se23,"@nnayaj_11 thanks. enjoy the movie! i hope all is well with you te. "
0,2203324778,Tue Jun 16 23:29:35 PDT 2009,NO_QUERY,jedoonat,"Hmmm...I guess TwitterFon doesn't like emoji very much. It just comes out as numbers and puctuations. Darn it! "
4,2190375776,Tue Jun 16 02:33:01 PDT 2009,NO_QUERY,adamlc,"@mushypeas126 i have it connected to my facebook status updates "
4,2014200273,Wed Jun 03 00:45:59 PDT 2009,NO_QUERY,ruskat,"â†“ that was a blank tweet. hope you's came up with good answers! "
4,2064687385,Sun Jun 07 06:55:34 PDT 2009,NO_QUERY,Ladyjuliejools,"@OfficialBrawnGP Well done guys, shame about RB, can't wait for Silverstone now "
0,1997830588,Mon Jun 01 17:31:51 PDT 2009,NO_QUERY,happy_lemon,"Exams start on wednesday..wish I'd done more study 6 months ago instead of dossing!  x"
4,1984312412,Sun May 31 14:51:38 PDT 2009,NO_QUERY,kittenkraze,"Baw, Sunday. That means I have school tomo-- WAIT A SEC, NO I DON'T. "
4,2059616162,Sat Jun 06 17:17:25 PDT 2009,NO_QUERY,nutflush333,"Heading to hockey buddy's bachelor party... I'm bringing the milk and cookies... "
0,2214749931,Wed Jun 17 17:10:50 PDT 2009,NO_QUERY,celebfakes,"@janesteen yeah, I prefer &quot;website&quot; too, and also prefer real twitters: &quot;Cera&quot; doesn't happen to be one: http://bit.ly/Yn7hy "
4,2046866121,Fri Jun 05 12:48:26 PDT 2009,NO_QUERY,MzYummyDread,"FF# my tweety   @jae_one"
0,1694656191,Mon May 04 03:35:34 PDT 2009,NO_QUERY,ksavagee,"i miss you duy so much. seeing him today made me happy and extremely sad  one year until you're out. i'll be waiting!&lt;3"
0,1981639580,Sun May 31 09:34:54 PDT 2009,NO_QUERY,KirstyPrescott,"My eyes itch so much I want to rip them out "
0,1685529989,Sun May 03 00:48:35 PDT 2009,NO_QUERY,Jebatron,"@kimberley_ lol Alex actually went on Facebook and wrote a status thing and said i was fat  lol what an asshole xD"
0,2174469185,Sun Jun 14 22:37:05 PDT 2009,NO_QUERY,chrissculthorp,"Photo: i really want a dog  http://tumblr.com/xgs21p6l9"
0,2326997940,Thu Jun 25 07:47:08 PDT 2009,NO_QUERY,xo_kirsty,"so very bored "
4,1979521956,Sun May 31 03:24:41 PDT 2009,NO_QUERY,LiliCosic,"Lunch is ready according to my loud niece "
4,2010644001,Tue Jun 02 17:43:41 PDT 2009,NO_QUERY,stephenney,"Got my nails done! Bout to eat spaghetti and have some youngji tea "
0,2051178091,Fri Jun 05 20:58:42 PDT 2009,NO_QUERY,nikincali,"About to fall asleep watching Coco on the Tonight Show. He's so funny! I miss my baby so much. "
4,2189658561,Tue Jun 16 00:34:21 PDT 2009,NO_QUERY,ItsMandyYo,"@AshleeNino  Amy wants to know if u can pray for her she has a bad chest cold...  Well Goodnight..."
4,1824788170,Sun May 17 02:56:16 PDT 2009,NO_QUERY,RougeFirefly,"I can't wait to eat Monica's cookies. Yum!!! I'm talking about actual cookies by the way. "
4,2053360766,Sat Jun 06 04:16:21 PDT 2009,NO_QUERY,imMAYza,"Yes, we won second place...got 5,000THB "
4,1985859118,Sun May 31 17:54:28 PDT 2009,NO_QUERY,Chynna_TGOD_,"im back..i kno u all missed me "
0,2260894529,Sat Jun 20 19:56:31 PDT 2009,NO_QUERY,bbea15,"twitterland adios! =D. .. and omg ... fewer days of vacation  haha. .."
0,2175941535,Mon Jun 15 02:26:53 PDT 2009,NO_QUERY,rajeshwaran,"Tired and feeling feverish "
4,1961832220,Fri May 29 10:06:39 PDT 2009,NO_QUERY,caldjr,"Good comments coming through on my latest blog post - always room for more   http://houseofrous.viviti.com/entries/church/salvationists"
4,1957113183,Thu May 28 23:33:15 PDT 2009,NO_QUERY,TammyJaeger,"heard an amazing band tonight at open mic night! Waldon Lane! They will be back next week, ya'll should come out and take a listen. "
4,2065714712,Sun Jun 07 09:08:54 PDT 2009,NO_QUERY,KittyBoo81,"@PENLDN okie doke, if I'm still up I will an I'll let u know "
0,1564451793,Mon Apr 20 03:33:22 PDT 2009,NO_QUERY,manditex,"Can't stop coughing "
0,1693557853,Sun May 03 22:56:54 PDT 2009,NO_QUERY,dianadoodoo,"@dorayoung i just thought the same thing  got confused with saturday night, boo."
0,2066115725,Sun Jun 07 09:55:07 PDT 2009,NO_QUERY,MissSunTan,"I have NO money to go to broad apetite.  i'm depressed."
0,2199542837,Tue Jun 16 17:39:10 PDT 2009,NO_QUERY,Michie_96,"uhg, have 2 finish this stupid religion project 4 school. "
4,1880204049,Fri May 22 00:26:20 PDT 2009,NO_QUERY,reyam,"Finde! Finde! Xa ï¿½ finde!  Hoxe toca a long way to tipperary"
4,2190172465,Tue Jun 16 01:58:41 PDT 2009,NO_QUERY,tim0th,"@AusVintageGrrl it's an awesome movie! "
4,1978416983,Sat May 30 23:17:37 PDT 2009,NO_QUERY,Awesome_Sauce,"Having rad times at questacon "
0,1994813880,Mon Jun 01 12:30:01 PDT 2009,NO_QUERY,TaviGreiner,"@LouisS @mikesalway  @BadAstronomer @keownrwk Celestron-only images  - Just burst my bubble! "
0,1754305167,Sun May 10 05:47:55 PDT 2009,NO_QUERY,WallTweet,"@kevinprince I couldn't buy any '#openhacklondon' for you because you can't even afford one   Woe!"
0,1981111907,Sun May 31 08:26:41 PDT 2009,NO_QUERY,nicolechen,"sigh I'm actually tearing.. he was such a nice persoN "
0,2283970104,Mon Jun 22 13:17:50 PDT 2009,NO_QUERY,heatherrrocks,"@ddlovato I was supposed to meet you in an hour but they said there aren't any m&amp;g's  at least I'll see you at the show-you'll be amazing!"
4,2072129858,Sun Jun 07 20:27:15 PDT 2009,NO_QUERY,raz429,"@danlewisnet No SPSaturday Chicago? All the cool kids will be there. "
0,2217222075,Wed Jun 17 20:33:44 PDT 2009,NO_QUERY,brianez21,"Why don't my distribution certificates/provisions work?  î??"
0,2004059577,Tue Jun 02 07:36:00 PDT 2009,NO_QUERY,amyb0bx,"Does anybody have a Jonas Brothers 'A Little Bit Longer' album they can scan for me? I have it, but i don't have a scanner  begging you!"
4,2063432491,Sun Jun 07 02:38:10 PDT 2009,NO_QUERY,leandroignes,"@DJHOMICIDE1 how did u do that? ill logo! i want one! gonna put my name on it! "
0,1770964061,Mon May 11 22:45:49 PDT 2009,NO_QUERY,cierradeville,"@ElCaptainMorgan noo i dont think so! its just not workin out for me this time!  so saddd. but i mean theres a billion more trips!"
0,2325326805,Thu Jun 25 05:14:03 PDT 2009,NO_QUERY,pinkmango77,"@mollymauk This content is unavailable to you... sagt flickr "
4,2184898523,Mon Jun 15 16:35:02 PDT 2009,NO_QUERY,maddles21,"I SHOULD google it "
4,2191597590,Tue Jun 16 05:36:13 PDT 2009,NO_QUERY,ladyfabulus,"just woke up..........gonna get something 2 eat........ "
0,1978157721,Sat May 30 22:35:10 PDT 2009,NO_QUERY,hash_nba,"@ben_grubb Had a fun night. Feel like I walked round the whole of Boulder! Sad the Cavs got beaten by the Magic tonight.  #NBA"
0,1564215389,Mon Apr 20 02:22:08 PDT 2009,NO_QUERY,pvandenberk,"Point failures outside Liverpool Street station are starting to be a constant fixture in my morning commute "
4,1986547242,Sun May 31 18:59:15 PDT 2009,NO_QUERY,TheRealCesca,"omg mtv movie awards! love it "
4,1932773822,Tue May 26 22:11:16 PDT 2009,NO_QUERY,nscafe,"@designloft No, no... You could be the 'Head Design Co-ordinator of Flora, Greenhouse Division'.  #canmore"
0,2072280249,Sun Jun 07 20:43:34 PDT 2009,NO_QUERY,renee_chch,"renee is sick!!! arghh have a cold   strepsils are goood haha"
4,2053860597,Sat Jun 06 05:55:12 PDT 2009,NO_QUERY,MamaAnna,"@greenmnm08 NKOTB? Lucky girl!! Have fun "
0,2215574734,Wed Jun 17 18:19:36 PDT 2009,NO_QUERY,danlev,"@Quispy when's the next shoot?  I still want one!"
0,2324212855,Thu Jun 25 02:34:50 PDT 2009,NO_QUERY,conradrad,"@pennyb NME swells? wot. oh "
0,2229726069,Thu Jun 18 16:07:13 PDT 2009,NO_QUERY,emmakowal,"@tastas21 I know "
4,2053307063,Sat Jun 06 04:04:24 PDT 2009,NO_QUERY,SapirAzoulay,"Here  11 Days to Summer VACATION !! @ and a half MONTES of Sleep , FUn , And sleeeeeeeep )"
0,1969373478,Fri May 29 23:50:03 PDT 2009,NO_QUERY,Tyrone17,"@ddlovatofans101 yea ok i will i really hope it isnt a fake "
0,2216201966,Wed Jun 17 19:10:13 PDT 2009,NO_QUERY,ohfuckmylife,"OH: FML jeanette mccurdy from iCarly is almost 3 months older than me  http://tinyurl.com/ksp9z6"
0,1565801897,Mon Apr 20 07:35:03 PDT 2009,NO_QUERY,r3al_nannnn,"Still donï¿½t understand "
0,2061492632,Sat Jun 06 20:59:11 PDT 2009,NO_QUERY,RedFoxx25,"@bbarnes21 what!! What I do? She just want me off cuz she got kickd off. "
0,2223679561,Thu Jun 18 08:34:41 PDT 2009,NO_QUERY,nikkatron,"@michaelajayne i saw somewhere that its the only date shes playing "
0,1824685014,Sun May 17 02:28:28 PDT 2009,NO_QUERY,UKHack,"Got a head cold - really do not need this right now. What I actually need is a few days away from work, but no chance of that happening "
